"Escape.ID","Operator.at.Time.of.Escape","Escape.Water.Type","Escape.Start.Date","Escape.Start.Time","Escaped.Species","Stage","Age","Average.Weight","Initial.Escape.Reason","Final.Number.Escaped","Final.Number.Recovered","Marine.Scotland.Site.ID","Date.Registered","Site.Name","Local.Authority","Producing.in.Last.3.Years","Site.Post.Code","Health.Surveillance","MS.Management.Area","Species","Total.number.escaped"
2000209,"dawnfresh farming ltd","s",2008-10-25,"17:00","rainbow trout","fish weighing more than 5 grams",16,1500,"no actual escape of fish - nes",0,0,"fs1112",2008-06-27,"etive 4","argyll and bute","yes","pa35 1hu","medium","15b - linnhe, firth of lorne, sound of mull and loch sunart","rainbow trout",0
2000422,"marine harvest (scotland) ltd","s",2015-06-02,"NA","atlantic salmon","grower fish (salmon only)",20,4500,"hole in net - hol",16000,0,"fs1176",2010-03-23,"eilean grianain","argyll and bute","yes","pa28 6sb","low","19c - e kintyre","wrasse, lumpsucker, atlantic salmon",16000
2000512,"mowi scotland ltd","s",2020-02-24,"NA","atlantic salmon","grower fish (salmon only)",6,1500,"equipment damage - eqd",0,0,"fs1176",2010-03-23,"eilean grianain","argyll and bute","yes","pa28 6sb","low","19c - e kintyre","lumpsucker, atlantic salmon, wrasse",0
2000519,"mowi scotland ltd","s",2020-08-20,"10:00","atlantic salmon","grower fish (salmon only)",13,4100,"weather - wth",48834,0,"fs1176",2010-03-23,"eilean grianain","argyll and bute","yes","pa28 6sb","low","19c - e kintyre","lumpsucker, atlantic salmon, wrasse",48834
2000445,"marine harvest (scotland) ltd","s",2016-09-11,"NA","atlantic salmon","grower fish (salmon only)",15,850,"net under water - nuw",0,0,"fs1261",2012-02-23,"hellisay","western isles","yes","hs9 5ya","low","7c - barra","atlantic salmon, wrasse, lumpsucker",0
2000259,"dawnfresh farming ltd","s",2010-02-13,NA,"rainbow trout","fish weighing more than 5 grams",24,4500,"unknown - unk",0,12,"fs0040",1993-01-01,"inverawe (west) etive 1","argyll and bute","no",NA,"low",NA,"rainbow trout",0
2000345,"david m brien","f",2000-02-01,NA,"rainbow trout","fish weighing more than 5 grams",15,500,"flooding - fld",4000,0,"fs0052",1973-08-17,"college mill","perth and kinross","yes","ph1 3jy","medium","not in a management area","brown trout and sea trout, rainbow trout",4000
2000180,"loch duart ltd","s",2007-11-08,"15:00","atlantic salmon","grower fish (salmon only)",7,1000,"weather - wth",10400,0,"fs0065",1985-08-22,"loch laxford","highland","yes","iv27 4th","low","9b - laxford","atlantic salmon, wrasse, lumpsucker",10400
2000136,"hebridean smolts ltd","f",2006-12-08,"14:30","atlantic salmon","salmon fresh water stages",10,60,"equipment damage - eqd",5000,0,"fs0145",1983-01-01,"mingarry hatchery","western isles","yes","hs8 5ry","high","not in a management area","brown trout and sea trout, atlantic salmon",5000
2000451,"marine harvest (scotland) ltd","s",2017-03-02,"10:00","lumpsucker","fish weighing more than 5 grams",8,18,"human error - hum",283,0,"fs0629",1999-07-07,"poll na gille","argyll and bute","yes","pa31 8ua","medium","16d - seil sound to loch craignish","lumpsucker, atlantic salmon, wrasse",283
2000454,"marine harvest (scotland) ltd","s",2017-06-19,"08:15","atlantic salmon","grower fish (salmon only)",15,2000,"human error - hum",0,0,"fs0629",1999-07-07,"poll na gille","argyll and bute","yes","pa31 8ua","medium","16d - seil sound to loch craignish","atlantic salmon, wrasse, lumpsucker",0
2000261,"the scottish salmon company","f",2010-04-22,NA,"atlantic salmon","salmon fresh water stages",12,75,"unknown - unk",0,0,"fs0149",1986-01-01,"loch langavat","western isles","yes","hs3 3jd","low","not in a management area","atlantic salmon",0
2000518,"dawnfresh farming ltd","f",2020-07-20,"NA","rainbow trout","fish weighing more than 5 grams",20,764,"predator - prd",1601,0,"fs0180",1984-09-01,"loch earn","perth and kinross","yes","fk19 8pz","low","not in a management area","rainbow trout",1601
2000388,"drummond fish farms ltd.","f",1999-09-01,NA,"rainbow trout","fish weighing more than 5 grams",15,200,"predator - prd",0,0,"fs0180",1984-09-01,"loch earn","perth and kinross","yes","fk19 8pz","low","not in a management area","rainbow trout",0
2000314,"dawnfresh farming ltd","f",2013-05-08,NA,"rainbow trout","fish weighing more than 5 grams",15,200,"inappropriate equipment - eqi",7172,0,"fs0180",1984-09-01,"loch earn","perth and kinross","yes","fk19 8pz","low","not in a management area","rainbow trout",7172
2000107,"marine harvest (scotland) ltd","s",2003-04-27,"03:00","atlantic salmon","grower fish (salmon only)",15,2100,"equipment damage - eqd",16000,0,"fs0206",1987-11-05,"loch ewe poolewe","highland","no",NA,NA,NA,"atlantic salmon",16000
2000208,"marine harvest (scotland) ltd","s",2008-10-13,NA,"atlantic salmon","grower fish (salmon only)",18,4900,"hole in net - hol",7424,0,"fs0248",1981-04-10,"loch duich","highland","yes","iv40 8ht","medium","14a - carron, kishorn, alsh, duich","atlantic salmon, lumpsucker, wrasse",7424
2000284,"dawnfresh farming ltd","f",2011-06-19,NA,"rainbow trout","fish weighing more than 5 grams",9,120,"predator - prd",1439,0,"fs0260",1985-12-11,"braevallich farm","argyll and bute","yes","pa33 1bu","low","not in a management area","rainbow trout",1439
2000348,"scottish sea farms ltd","s",2013-05-28,"11:00","atlantic salmon","grower fish (salmon only)",14,4000,"human error - hum",1,0,"fs0299",1987-01-01,"dunstaffnage","argyll and bute","yes","pa37 1sb","medium","15b - linnhe, firth of lorne, sound of mull and loch sunart","atlantic salmon, wrasse, lumpsucker",1
2000389,"mainland salmon ltd","s",1999-09-30,NA,"atlantic salmon","grower fish (salmon only)",15,2500,"predator - prd",6900,0,"fs0366",1987-07-20,"ore bay","orkney","no",NA,NA,NA,"atlantic salmon",6900
2000150,"mainstream scotland ltd","s",2007-03-01,"16:00","rainbow trout","fish weighing more than 5 grams",10,2100,"hole in net - hol",5727,0,"fs0390",1987-11-01,"carness bay","orkney","yes","kw15 1gp","low","8b - central orkney","lumpsucker, atlantic salmon",5727
2000244,"dawnfresh farming ltd","f",2009-08-11,NA,"rainbow trout","fish weighing more than 5 grams",8,190,"predator - prd",197,44,"fs0432",1980-07-01,"loch tay","perth and kinross","yes","ph15 2hp","low","not in a management area","rainbow trout",153
2000132,"kames fish farming ltd","f",2003-05-15,NA,"rainbow trout","fish weighing more than 5 grams",15,3172,"no actual escape of fish - nes",0,0,"fs0432",1980-07-01,"loch tay","perth and kinross","yes","ph15 2hp","low","not in a management area","rainbow trout",0
2000034,"pan fish scotland ltd","s",2006-04-05,"09:00","atlantic salmon","grower fish (salmon only)",19,4800,"hole in net - hol",5500,0,"fs0464",1985-09-01,"ardmaddy","argyll and bute","no",NA,"medium","16d - seil sound to loch craignish","atlantic salmon, wrasse, lumpsucker",5500
2000384,"cro lax ltd.","s",1999-04-01,NA,"atlantic salmon","grower fish (salmon only)",15,100,"unknown - unk",6000,0,"fs0515",1989-01-01,"north papa","shetland","yes","ze1 0px","medium","3a - sw shetland mainland","lumpsucker, atlantic salmon",6000
2000379,"stolt seafarm ltd.","s",1999-01-09,NA,"atlantic salmon","grower fish (salmon only)",15,6300,"hole in net - hol",20000,0,"fs0557",1985-10-15,"lochmaddy","western isles","no",NA,NA,NA,"atlantic salmon",20000
2000074,"pan fish scotland ltd.","s",2005-01-11,NA,"atlantic salmon","grower fish (salmon only)",2,175,"weather - wth",80000,0,"fs0570",1985-10-17,"strome","highland","yes","iv54 8yh","medium","14a - carron, kishorn, alsh, duich","wrasse, lumpsucker, atlantic salmon",80000
2000140,"pan fish scotland ltd","s",2007-01-19,"18:00","atlantic salmon","grower fish (salmon only)",16,2000,"no actual escape of fish - nes",0,0,"fs0590",1989-08-17,"glenan bay","argyll and bute","yes","pa21 2da","medium","19a - fyne","wrasse, atlantic salmon, lumpsucker",0
2000303,"the scottish salmon company","s",2011-09-29,NA,"atlantic salmon","grower fish (salmon only)",29,3900,"human error - hum",20,0,"fs0594",1989-04-17,"aird","highland","yes","iv54 8xh","medium","11a - torridon","atlantic salmon, lumpsucker, wrasse",20
2000526,"the scottish salmon company","s",2020-11-11,"09:00","atlantic salmon","grower fish (salmon only)",11,1400,"hole in net - hol",0,0,"fs0594",1989-04-17,"aird","highland","yes","iv54 8xh","medium","11a - torridon","atlantic salmon, lumpsucker, wrasse",0
2000371,"highland fish farms","s",1997-08-10,NA,"atlantic salmon","grower fish (salmon only)",15,3172,"vandalism - van",50000,0,"fs0594",1989-04-17,"aird","highland","yes","iv54 8xh","medium","11a - torridon","atlantic salmon, lumpsucker, wrasse",50000
2000459,"marine harvest (scotland) ltd","s",2017-09-28,NA,"atlantic salmon","grower fish (salmon only)",15,4100,"predator - prd",0,0,"fs0599",1990-09-04,"maclean's nose","highland","yes","ph36 4lh","medium","15b - linnhe, firth of lorne, sound of mull and loch sunart","atlantic salmon, wrasse, lumpsucker",0
2000523,"mowi scotland ltd","s",2020-08-12,"08:00","atlantic salmon","grower fish (salmon only)",4,600,"predator - prd",0,0,"fs0602",1990-11-11,"sconser","highland","yes","iv48 8td","high","11b - sound of raasay, ainort, scalpay","atlantic salmon, wrasse, lumpsucker",0
2000369,"cloan hatcheries","f",2000-11-01,NA,"rainbow trout","fish weighing more than 5 grams",15,1000,"vandalism - van",10000,0,"fs0606",1990-11-26,"westmill fish farm","perth and kinross","yes","ph10 7hg","medium","not in a management area","rainbow trout, brown trout and sea trout",10000
2000048,"kames fish farming ltd","s",2006-08-10,"12:00","rainbow trout","fish weighing more than 5 grams",18,3100,"predator - prd",8859,0,"fs0800",1993-03-08,"leinish","highland","yes","iv55 8wf","medium","12b - dunvegan","wrasse, atlantic salmon, lumpsucker",8859
2000035,"hoghill trout farm ltd","f",2005-10-12,"02:00","rainbow trout","fish weighing more than 5 grams",15,3172,"no actual escape of fish - nes",0,0,"fs0822",2002-05-22,"hoghill fish farm","dumfries and galloway","yes","dg13 0aw","medium","not in a management area","rainbow trout, brown trout and sea trout",0
2000232,"marine harvest (scotland) ltd","s",2009-06-28,"10:00","atlantic salmon","grower fish (salmon only)",15,2900,"human error - hum",10534,0,"fs0865",1995-12-05,"marulaig bay","western isles","yes","hs8 5th","medium","7b - south uist","lumpsucker, atlantic salmon, wrasse",10534
2000292,"lakeland unst seawater","s",2011-12-25,NA,"atlantic salmon","grower fish (salmon only)",24,3500,"weather - wth",336470,0,"fs0871",1996-05-23,"winna ness","shetland","yes","ze2 9dl","low","1b - s unst, e yell, fetlar","lumpsucker, atlantic salmon",336470
2000330,"hydro seafoods gsp","s",2001-11-26,NA,"atlantic salmon","grower fish (salmon only)",15,5900,"weather - wth",9000,0,"fs0875",1996-06-25,"walters (east lismore)","argyll and bute","yes","pa37 1sb","high","15b - linnhe, firth of lorne, sound of mull and loch sunart","atlantic salmon, lumpsucker, wrasse",9000
2000433,"scottish sea farms ltd","s",2014-11-03,"12:00","atlantic salmon","grower fish (salmon only)",15,1500,"no actual escape of fish - nes",0,0,"fs0914",1998-01-01,"lismore west","argyll and bute","yes","pa34 5ul","high","15b - linnhe, firth of lorne, sound of mull and loch sunart","lumpsucker, atlantic salmon, wrasse",0
2000501,"the scottish salmon company","s",2019-12-04,"13:00","atlantic salmon","grower fish (salmon only)",10,2000,"predator - prd",0,0,"fs0927",1998-10-20,"kyles of vuia","western isles","yes","hs2 9hw","medium","6a - loch roag","atlantic salmon, wrasse, lumpsucker",0
2000174,"fjord seafood scotland farming ltd","s",2007-08-06,NA,"atlantic salmon","grower fish (salmon only)",15,4000,"hole in net - hol",1000,0,"fs0927",1998-10-20,"kyles of vuia","western isles","yes","hs2 9hw","medium","6a - loch roag","lumpsucker, wrasse, atlantic salmon",1000
2000112,"cro lax ltd.","s",2002-12-24,"NA","atlantic salmon","grower fish (salmon only)",9,1600,"weather - wth",238420,0,"fs0948",1999-04-20,"score holms ","shetland","yes","ze1 0px","high","3a - sw shetland mainland","lumpsucker, atlantic salmon",238420
2000453,"scottish sea farms ltd","s",2017-03-25,"10:00","wrasse","fish weighing more than 5 grams",15,60,"predator - prd",493,0,"fs0964",1999-06-28,"bloody bay","argyll and bute","yes","pa75 6nr","medium","15b - linnhe, firth of lorne, sound of mull and loch sunart","wrasse, lumpsucker, atlantic salmon",493
2000181,"mainstream scotland ltd","s",2007-11-08,NA,"atlantic salmon","grower fish (salmon only)",14,4000,"no actual escape of fish - nes",0,0,"fs0993",2000-03-21,"chalmers hope","orkney","yes","kw16 3nt","medium","8c - scapa flow","atlantic salmon, lumpsucker",0
2000099,"scottish sea farms ltd","s",2003-08-22,"15:40","atlantic salmon","grower fish (salmon only)",18,4560,"net failure (not including hole) - net",50,31,"fs1047",2002-10-22,"loch creran (d)","argyll and bute","no","pa37 1sb","medium","15b - linnhe, firth of lorne, sound of mull and loch sunart","lumpsucker, wrasse, atlantic salmon",19
2000182,"marine harvest (scotland) ltd","s",2007-11-29,"12:00","atlantic salmon","grower fish (salmon only)",24,4800,"unknown - unk",23805,15,"fs1084",2004-10-12,"isle ewe","highland","yes","iv22 2lj","medium","10c - ewe","lumpsucker, atlantic salmon, wrasse",23790
2000260,"dawnfresh farming ltd","s",2009-09-08,NA,"rainbow trout","fish weighing more than 5 grams",24,3000,"hole in net - hol",523,0,"fs1112",2008-06-27,"etive 4","argyll and bute","yes","pa35 1hu","medium","15b - linnhe, firth of lorne, sound of mull and loch sunart","rainbow trout",523
2000350,"scottish sea farms ltd","s",2013-06-05,"16:00","atlantic salmon","grower fish (salmon only)",15,850,"hole in net - hol",823,0,"fs1121",2009-04-20,"bight of bellister, dury voe","shetland","yes","ze2 9qd","medium","2a - vidlin voe, dury voe, w whalsay","wrasse, lumpsucker, atlantic salmon",823
2000471,"marine harvest (scotland) ltd","s",2018-03-08,NA,"atlantic salmon","grower fish (salmon only)",12,850,"hole in net - hol",0,0,"fs1176",2010-03-23,"eilean grianain","argyll and bute","yes","pa28 6sb","low","19c - e kintyre","atlantic salmon, wrasse, lumpsucker",0
2000309,"marine harvest (scotland) ltd","s",2013-03-01,"10:35","atlantic salmon","grower fish (salmon only)",11,3000,"hole in net - hol",10,0,"fs1261",2012-02-23,"hellisay","western isles","yes","hs9 5ya","low","7c - barra","wrasse, lumpsucker, atlantic salmon",10
2000448,"the scottish salmon company","s",2016-11-26,"15:00","atlantic salmon","grower fish (salmon only)",14,2289,"hole in net - hol",0,0,"fs1277",2013-09-12,"reibinish","western isles","yes","n/a","medium","5b - se lewis, e harris","lumpsucker, wrasse, atlantic salmon",0
2000414,"college mill trout farm","f",2014-11-07,"01:00","rainbow trout","fish weighing more than 5 grams",5,22,"flooding - fld",0,0,"fs0052",1973-08-17,"college mill","perth and kinross","yes","ph1 3jy","medium","not in a management area","rainbow trout, brown trout and sea trout",0
2000407,"dawnfresh farming ltd","f",2014-05-15,NA,"rainbow trout","fish weighing more than 5 grams",20,3900,"vandalism - van",4,0,"fs0180",1984-09-01,"loch earn","perth and kinross","yes","fk19 8pz","low","not in a management area","rainbow trout",4
2000288,"dawnfresh farming ltd","f",2011-08-17,"12:00","rainbow trout","fish weighing more than 5 grams",12,390,"vandalism - van",7371,0,"fs0180",1984-09-01,"loch earn","perth and kinross","yes","fk19 8pz","low","not in a management area","rainbow trout",7371
2000081,"marine harvest (scotland) ltd","s",2004-09-01,NA,"atlantic salmon","grower fish (salmon only)",18,4000,"equipment damage - eqd",320,0,"fs0209",1988-12-01,"scallastle","argyll and bute","yes","pa65 6ay","medium","15b - linnhe, firth of lorne, sound of mull and loch sunart","atlantic salmon, wrasse, lumpsucker",320
2000366,"marine harvest (scotland) ltd","s",2000-09-15,NA,"atlantic salmon","grower fish (salmon only)",15,1000,"equipment wear and tear - eqw",235,65,"fs0237",1985-10-21,"gorsten","highland","yes","ph33 7ah","high","15b - linnhe, firth of lorne, sound of mull and loch sunart","lumpsucker, wrasse, atlantic salmon",170
2000299,"dawnfresh farming ltd","f",2012-05-28,"16:00","rainbow trout","fish weighing more than 5 grams",12,415,"human error - hum",3056,0,"fs0260",1985-12-11,"braevallich farm","argyll and bute","yes","pa33 1bu","low","not in a management area","rainbow trout",3056
2000224,"dawnfresh farming ltd","f",2009-05-05,NA,"rainbow trout","fish weighing more than 5 grams",6,60,"human error - hum",700,0,"fs0268",1978-01-01,"tervine","argyll and bute","yes","pa35 1he","low","not in a management area","rainbow trout",700
2000133,"hebridean smolts ltd","f",2006-11-28,"11:00","atlantic salmon","salmon fresh water stages",12,30,"no actual escape of fish - nes",0,0,"fs0398",1989-12-01,"clachan hatchery","western isles","yes","hs8 5pd","low","not in a management area","atlantic salmon",0
2000325,"shetland norse fish farm ltd.","s",2001-03-01,NA,"atlantic salmon","grower fish (salmon only)",15,2500,"equipment damage - eqd",9000,0,"fs0407",1989-01-01,"wick of vatsetter","shetland","yes","ze2 9bn","low","1b - s unst, e yell, fetlar","atlantic salmon, lumpsucker",9000
2000095,"marine harvest (scotland) ltd","s",2003-12-15,"NA","atlantic salmon","grower fish (salmon only)",15,106,"no actual escape of fish - nes",0,0,"fs0422",1990-01-01,"stattic point","highland","no",NA,NA,NA,"atlantic salmon",0
2000098,"marine harvest (scotland) ltd.","s",2003-09-30,"14:30","atlantic salmon","grower fish (salmon only)",20,4000,"human error - hum",1,0,"fs0423",1988-01-01,"lamlash","north ayrshire","yes","ka27 8rg","low","20 - arran","wrasse, lumpsucker, atlantic salmon",1
2000040,"kames fish farming ltd","f",2006-04-24,"17:00","rainbow trout","fish weighing more than 5 grams",22,2800,"no actual escape of fish - nes",13,7,"fs0432",1980-07-01,"loch tay","perth and kinross","yes","ph15 2hp","low","not in a management area","rainbow trout",6
2000310,"kames fish farming ltd","s",2013-03-20,"16:00","halibut","fish weighing more than 5 grams",36,1600,"predator - prd",6957,2,"fs0462",1983-01-01,"kames bay (east)","argyll and bute","yes","pa34 4xa","medium","16d - seil sound to loch craignish","rainbow trout",6955
2000153,"marine harvest (scotland) ltd","s",2007-03-21,"12:00","atlantic salmon","grower fish (salmon only)",11,1440,"hole in net - hol",18500,1900,"fs0502",1993-05-25,"scotasay","western isles","yes","hs4 3yd","high","5b - se lewis, e harris","wrasse, atlantic salmon, lumpsucker",16600
2000129,"murray seafoods ltd","s",2006-07-28,NA,"atlantic salmon","grower fish (salmon only)",15,3400,"human error - hum",2981,0,"fs0559",1985-10-16,"ardyne","argyll and bute","yes","pa23 7uj","medium","19b - kyles of bute","wrasse, atlantic salmon, lumpsucker",2981
2000073,"pan fish scotland ltd.","s",2005-01-07,NA,"atlantic salmon","grower fish (salmon only)",2,175,"weather - wth",40000,0,"fs0570",1985-10-17,"strome","highland","yes","iv54 8yh","medium","14a - carron, kishorn, alsh, duich","lumpsucker, atlantic salmon, wrasse",40000
2000032,"landcatch natural selection ltd","f",2006-04-08,"10:00","atlantic salmon","grower fish (salmon only)",12,100,"transfer pipe failure - trp",4193,0,"fs0575",1995-01-01,"ormsary smolt unit","argyll and bute","yes","pa31 8pe","medium","not in a management area","atlantic salmon",4193
2000374,"cloan hatcheries ltd.","f",1998-05-20,NA,"rainbow trout","fish weighing more than 5 grams",15,3172,"unknown - unk",0,0,"fs0606",1990-11-26,"westmill fish farm","perth and kinross","yes","ph10 7hg","medium","not in a management area","brown trout and sea trout, rainbow trout",0
2000300,"loch duart ltd","s",2012-05-30,"14:00","atlantic salmon","grower fish (salmon only)",27,2400,"predator - prd",8700,0,"fs0621",1991-01-09,"loch a chairn bhain","highland","yes","iv27 4th","low","9c - badcall, chairn bhain, eddrachillis","lumpsucker, wrasse, atlantic salmon",8700
2000243,"mainstream scotland ltd","s",2009-08-09,"11:00","atlantic salmon","grower fish (salmon only)",16,450,"no actual escape of fish - nes",0,0,"fs0656",1991-09-10,"djubawick","shetland","yes","ze2 9bn","low","1b - s unst, e yell, fetlar","lumpsucker, atlantic salmon",0
2000165,"scottish sea farms ltd","s",2007-04-09,"08:45","atlantic salmon","grower fish (salmon only)",13,2500,"no actual escape of fish - nes",0,0,"fs0663",1991-09-04,"kerrera b","argyll and bute","yes","pa37 1sb","medium","15b - linnhe, firth of lorne, sound of mull and loch sunart","atlantic salmon, wrasse, lumpsucker",0
2000335,"ardvar salmon ltd.","s",2000-01-18,NA,"atlantic salmon","grower fish (salmon only)",15,1600,"weather - wth",11237,0,"fs0671",1991-09-16,"outer bay (loch droighniche) ","highland","yes","iv27 4th","low","9c - badcall, chairn bhain, eddrachillis","lumpsucker, atlantic salmon, wrasse",11237
2000358,"selcoth fisheries ltd","f",2000-04-01,NA,"rainbow trout","fish weighing more than 5 grams",15,100,"human error - hum",3500,0,"fs0680",1991-08-19,"new farm","dumfries and galloway","yes","dg10 9lg","medium","not in a management area","rainbow trout",3500
2000144,"hebridean smolts ltd","f",2007-01-23,NA,"atlantic salmon","salmon fresh water stages",12,40,"no actual escape of fish - nes",0,0,"fs0726",1991-10-18,"loch druim an iasgair","western isles","no",NA,NA,NA,"atlantic salmon",0
2000489,"the scottish salmon company","f",2019-04-25,NA,"atlantic salmon","salmon fresh water stages",14,3172,"equipment damage - eqd",4465,0,"fs0737",1991-12-20,"loch huamavat","western isles","yes","hs3 3jd","low","not in a management area","atlantic salmon",4465
2000280,"kames fish farming ltd","f",2011-02-19,"15:00","atlantic salmon","salmon fresh water stages",12,60,"human error - hum",1500,0,"fs0776",1987-03-01,"loch nan losghainn mhor","argyll and bute","yes","pa35 1hj","low","not in a management area","atlantic salmon",1500
2000329,"orkney sea farms ltd","s",2001-11-15,NA,"atlantic salmon","grower fish (salmon only)",15,45,"human error - hum",4500,0,"fs0813",1999-01-15,"puldrite","orkney","yes","kw15 1sd","medium","8b - central orkney","atlantic salmon",4500
2000436,"the scottish salmon company","s",2015-10-14,"12:30","atlantic salmon","grower fish (salmon only)",13,3000,"human error - hum",1,0,"fs0839",1994-08-01,"geasgill","argyll and bute","yes","pa73 6ly","medium","16a - tuath, na keal","wrasse, atlantic salmon, lumpsucker",1
2000027,"mainland salmon ltd","s",2006-03-15,"NA","atlantic salmon","grower fish (salmon only)",10,1800,"hole in net - hol",2019,0,"fs1020",2001-05-09,"bay of vady","orkney","yes","kw17 2pr","low","8b - central orkney","atlantic salmon, lumpsucker",2019
2000248,"lighthouse caledonia ltd","s",2009-09-13,NA,"atlantic salmon","grower fish (salmon only)",17,722,"hole in net - hol",58880,0,"fs1056",2003-03-10,"strone point","argyll and bute","yes","pa23 7uj","medium","19b - kyles of bute","wrasse, atlantic salmon, lumpsucker",58880
2000478,"dawnfresh farming ltd","s",2018-08-09,NA,"rainbow trout","fish weighing more than 5 grams",18,1100,"hole in net - hol",175,100,"fs1067",2003-09-09,"inverawe (east) etive 2","argyll and bute","no","pa35 1hu","high","15b - linnhe, firth of lorne, sound of mull and loch sunart","rainbow trout",75
2000238,"marine harvest (scotland) ltd","s",2009-07-09,"11:00","atlantic salmon","grower fish (salmon only)",20,5800,"hole in net - hol",315,0,"fs1083",2004-09-08,"groatay","western isles","yes","hs6 5at","medium","5c - e north uist","wrasse, lumpsucker, atlantic salmon",315
2000406,"marine harvest (scotland) ltd","s",2014-02-05,NA,"atlantic salmon","grower fish (salmon only)",15,185,"weather - wth",0,0,"fs1084",2004-10-12,"isle ewe","highland","yes","iv22 2lj","medium","10c - ewe","lumpsucker, wrasse, atlantic salmon",0
2000514,"the scottish salmon company","s",2020-03-24,NA,"atlantic salmon","grower fish (salmon only)",13,3600,"predator - prd",0,0,"fs1091",2005-11-30,"vacasay","western isles","yes","hs2 9ed","medium","6a - loch roag","wrasse, lumpsucker, atlantic salmon",0
2000230,"dawnfresh farming ltd","s",2009-06-17,NA,"rainbow trout","fish weighing more than 5 grams",24,3000,"unknown - unk",0,0,"fs1101",2007-01-09,"etive 3 (port na mine)","argyll and bute","yes","pa35 1hu","low","15b - linnhe, firth of lorne, sound of mull and loch sunart","rainbow trout",0
2000493,"the scottish salmon company","s",2019-06-03,NA,"atlantic salmon","grower fish (salmon only)",6,1000,"predator - prd",0,96,"fs1103",2007-03-07,"vuia mor","western isles","yes","hs2 9hw","medium","6a - loch roag","wrasse, atlantic salmon, lumpsucker",0
