"Escape.ID","Operator.at.Time.of.Escape","Escape.Water.Type","Escape.Start.Date","Escape.Start.Time","Escaped.Species","Stage","Age","Average.Weight","Initial.Escape.Reason","Final.Number.Escaped","Final.Number.Recovered","Marine.Scotland.Site.ID","Date.Registered","Site.Name","Local.Authority","Producing.in.Last.3.Years","Site.Post.Code","Health.Surveillance","MS.Management.Area","Species","Total.number.escaped"
2000495,"the scottish salmon company","s",2019-09-01,NA,"atlantic salmon","grower fish (salmon only)",9,1400,"predator - prd",0,0,"fs1103",2007-03-07,"vuia mor","western isles","yes","hs2 9hw","medium","6a - loch roag","wrasse, lumpsucker, atlantic salmon",0
2000409,"marine harvest (scotland) ltd","f",2014-08-26,NA,"atlantic salmon","salmon fresh water stages",7,3172,"human error - hum",1,0,"fs1104",2007-06-05,"laddie wood, loch garry","highland","yes","ph35 4hr","low","not in a management area","atlantic salmon",1
2000252,"dawnfresh farming ltd","s",2009-06-17,NA,"rainbow trout","fish weighing more than 5 grams",24,3000,"hole in net - hol",523,0,"fs1112",2008-06-27,"etive 4","argyll and bute","yes","pa35 1hu","medium","15b - linnhe, firth of lorne, sound of mull and loch sunart","rainbow trout",523
2000450,"marine harvest (scotland) ltd","s",2016-11-12,"11:30","atlantic salmon","grower fish (salmon only)",13,4879,"human error - hum",50,0,"fs1122",2009-05-14,"grey horse channel","western isles","yes","hs6 5at","medium","5c - e north uist","wrasse, lumpsucker, atlantic salmon",50
2000511,"mowi scotland ltd","s",2020-02-02,"NA","atlantic salmon","grower fish (salmon only)",6,1500,"equipment damage - eqd",0,0,"fs1176",2010-03-23,"eilean grianain","argyll and bute","yes","pa28 6sb","low","19c - e kintyre","atlantic salmon, wrasse, lumpsucker",0
2000481,"mowi scotland ltd","s",2018-11-12,NA,"atlantic salmon","grower fish (salmon only)",19,3172,"hole in net - hol",24752,0,"fs1261",2012-02-23,"hellisay","western isles","yes","hs9 5ya","low","7c - barra","atlantic salmon, lumpsucker, wrasse",24752
2000326,"hydro seafoods gsp","s",2001-10-15,NA,"atlantic salmon","grower fish (salmon only)",15,1000,"predator - prd",0,0,"fs0694",1991-09-19,"fishnish (b)","argyll and bute","yes","n/a","medium","15b - linnhe, firth of lorne, sound of mull and loch sunart","atlantic salmon, wrasse, lumpsucker",0
2000412,"the scottish salmon company","s",2014-11-02,"14:30","atlantic salmon","grower fish (salmon only)",12,2890,"hole in net - hol",2090,0,"fs0698",1991-08-07,"quarry point","argyll and bute","yes","pa32 8ya","medium","19a - fyne","wrasse, atlantic salmon, lumpsucker",2090
2000085,"balta island seafare ltd","s",2004-08-11,NA,"atlantic salmon","grower fish (salmon only)",24,9000,"predator - prd",400,0,"fs0717",1991-10-16,"balta isle","shetland","yes","ze2 9dl","medium","1a - e unst","atlantic salmon",400
2000282,"balta island seafare ltd","s",2011-05-24,NA,"atlantic salmon","grower fish (salmon only)",12,1000,"predator - prd",6000,0,"fs0717",1991-10-16,"balta isle","shetland","yes","ze2 9dl","medium","1a - e unst","atlantic salmon",6000
2000125,"wester ross fisheries ltd","s",2006-10-27,"10:00","atlantic salmon","grower fish (salmon only)",9,100,"human error - hum",10,0,"fs0056",1979-04-20,"ardmair","highland","yes","iv26 2tn","low","10b - loch broom","lumpsucker, wrasse, atlantic salmon",10
2000119,"loch duart ltd","s",2002-06-04,"10:00","atlantic salmon","grower fish (salmon only)",13,2340,"chafe/ snag - cha",8147,0,"fs0067",1991-08-26,"badcall bay","highland","yes","iv27 4th","low","9c - badcall, chairn bhain, eddrachillis","wrasse, atlantic salmon, lumpsucker",8147
2000103,"loch duart ltd","s",2003-08-12,NA,"atlantic salmon","grower fish (salmon only)",4,300,"hole in net - hol",18416,0,"fs0068",1994-06-01,"calva bay (calbha beag)","highland","yes","iv27 4th","low","9c - badcall, chairn bhain, eddrachillis","atlantic salmon, lumpsucker, wrasse",18416
2000421,"hebridean smolts ltd","f",2015-04-07,NA,"atlantic salmon","salmon fresh water stages",14,60,"no actual escape of fish - nes",0,0,"fs0627",1988-01-01,"loch a'clachan","western isles","yes","hs8 5pd","low","not in a management area","atlantic salmon",0
2000070,"kames fish farming ltd","f",2005-05-14,"12:00","rainbow trout","fish weighing more than 5 grams",15,3172,"no actual escape of fish - nes",0,0,"fs0150",1996-06-11,"loch lochy","highland","yes","ph34 4eq","medium","not in a management area","atlantic salmon",0
2000393,"drummond fish farms ltd.","f",1999-12-01,NA,"rainbow trout","fish weighing more than 5 grams",15,200,"weather - wth",16500,0,"fs0180",1984-09-01,"loch earn","perth and kinross","yes","fk19 8pz","low","not in a management area","rainbow trout",16500
2000162,"drummond fish farms","f",2007-05-21,"NA","rainbow trout","fish weighing more than 5 grams",13,120,"predator - prd",5900,0,"fs0180",1984-09-01,"loch earn","perth and kinross","yes","fk19 8pz","low","not in a management area","rainbow trout",5900
2000066,"north uist fisheries ltd","f",2005-01-11,"12:00","atlantic salmon","grower fish (salmon only)",15,3172,"weather - wth",17614,0,"fs0195",1987-05-09,"loch geireann","western isles","yes","hs6 5ha","low","not in a management area","atlantic salmon, brown trout and sea trout",17614
2000220,"dawnfresh farming ltd","s",2009-01-29,NA,"rainbow trout","fish weighing more than 5 grams",19,2200,"predator - prd",4671,89,"fs0197",1993-04-23,"ardchattan bay","argyll and bute","no",NA,"high",NA,"rainbow trout",4582
2000360,"marine harvest (scotland) ltd","s",2000-05-17,NA,"atlantic salmon","grower fish (salmon only)",15,3000,"human error - hum",0,0,"fs0205",1994-10-09,"sunart","highland","no",NA,NA,NA,"atlantic salmon",0
2000462,"marine harvest (scotland) ltd","s",2017-11-01,"09:50","atlantic salmon","grower fish (salmon only)",13,3400,"human error - hum",6,0,"fs0212",1985-10-17,"invasion bay","highland","yes","ph33 7af","high","15b - linnhe, firth of lorne, sound of mull and loch sunart","atlantic salmon, lumpsucker, wrasse",6
2000467,"dawnfresh farming ltd","f",2018-02-01,"11:00","rainbow trout","fish weighing more than 5 grams",20,1800,"hole in net - hol",5400,0,"fs0260",1985-12-11,"braevallich farm","argyll and bute","yes","pa33 1bu","low","not in a management area","rainbow trout",5400
2000361,"torhouse trout","f",2000-05-17,NA,"rainbow trout","fish weighing more than 5 grams",15,250,"predator - prd",1500,0,"fs0268",1978-01-01,"tervine","argyll and bute","yes","pa35 1he","low","not in a management area","rainbow trout",1500
2000295,"kames fish farming ltd","f",2012-01-17,NA,"rainbow trout","fish weighing more than 5 grams",24,1500,"weather - wth",378,0,"fs0432",1980-07-01,"loch tay","perth and kinross","yes","ph15 2hp","low","not in a management area","rainbow trout",378
2000287,"grieg seafood shetland ltd","s",2011-07-27,NA,"atlantic salmon","grower fish (salmon only)",28,6300,"no actual escape of fish - nes",0,0,"fs0433",1986-01-01,"langa isle (east)","shetland","yes","ze1 0px","medium","3a - sw shetland mainland","lumpsucker, atlantic salmon",0
2000435,"marine harvest (scotland) ltd","s",2015-09-15,"12:00","atlantic salmon","grower fish (salmon only)",15,2000,"human error - hum",1,0,"fs0464",1985-09-01,"ardmaddy","argyll and bute","no",NA,"medium","16d - seil sound to loch craignish","atlantic salmon, wrasse, lumpsucker",1
2000245,"scottish sea farms ltd","f",2009-08-25,"16:00","atlantic salmon","salmon fresh water stages",8,55,"predator - prd",34227,2889,"fs0428",1988-01-01,"loch frisa","argyll and bute","yes","pa75 6qf","low","not in a management area","atlantic salmon",31338
2000442,"invicta trout ltd","f",2016-05-23,"00:00","rainbow trout","fish weighing more than 5 grams",14,454,"weather - wth",150,16,"fs0537",1972-03-15,"invicta trout","dumfries and galloway","yes","dg2 0jl","high","not in a management area","rainbow trout, brown trout and sea trout, tiger trout",134
2000375,"murray seafoods ltd.","s",1998-07-01,NA,"atlantic salmon","grower fish (salmon only)",15,3172,"hole in net - hol",30000,0,"fs0559",1985-10-16,"ardyne","argyll and bute","yes","pa23 7uj","medium","19b - kyles of bute","lumpsucker, atlantic salmon, wrasse",30000
2000321,"harris fish farming","s",2001-04-01,NA,"atlantic salmon","grower fish (salmon only)",15,2000,"predator - prd",6500,0,"fs0561",1991-08-10,"ceann dibig","western isles","no",NA,NA,NA,"atlantic salmon",6500
2000377,"highland fish farms","s",1998-12-15,NA,"atlantic salmon","grower fish (salmon only)",15,3172,"equipment damage - eqd",10000,0,"fs0594",1989-04-17,"aird","highland","yes","iv54 8xh","medium","11a - torridon","wrasse, lumpsucker, atlantic salmon",10000
2000225,"lighthouse caledonia ltd","s",2009-05-17,NA,"atlantic salmon","grower fish (salmon only)",24,2500,"hole in net - hol",17766,0,"fs0594",1989-04-17,"aird","highland","yes","iv54 8xh","medium","11a - torridon","wrasse, atlantic salmon, lumpsucker",17766
2000088,"ardvar salmon ltd","s",2004-05-13,"10:00","atlantic salmon","grower fish (salmon only)",12,2200,"hole in net - hol",200,0,"fs0621",1991-01-09,"loch a chairn bhain","highland","yes","iv27 4th","low","9c - badcall, chairn bhain, eddrachillis","atlantic salmon, lumpsucker, wrasse",200
2000441,"the scottish salmon company","s",2016-05-21,NA,"atlantic salmon","grower fish (salmon only)",9,623,"weather - wth",0,0,"fs1293",2014-11-26,"scadabay","western isles","yes","hs3 3dj","medium","5b - se lewis, e harris","lumpsucker, atlantic salmon, wrasse",0
2000506,"the scottish salmon company","s",2020-01-17,"12:00","atlantic salmon","grower fish (salmon only)",4,514,"predator - prd",0,0,"fs1293",2014-11-26,"scadabay","western isles","yes","hs3 3dj","medium","5b - se lewis, e harris","atlantic salmon, wrasse, lumpsucker",0
2000469,"grieg seafood shetland ltd","s",2018-02-11,NA,"atlantic salmon","grower fish (salmon only)",10,2000,"hole in net - hol",21712,0,"fs1309",2017-03-13,"loch snizort east","highland","yes","iv51 9xx","medium","12a - snizort","lumpsucker, wrasse, atlantic salmon",21712
2000515,"grieg seafood shetland ltd","s",2020-03-31,"11:00","atlantic salmon","fish weighing more than 5 grams",11,1100,"chafe/ snag - cha",0,0,"fs1309",2017-03-13,"loch snizort east","highland","yes","iv51 9xx","medium","12a - snizort","atlantic salmon, wrasse, lumpsucker",0
2000214,"the scottish salmon company","s",2008-11-22,NA,"atlantic salmon","grower fish (salmon only)",18,3000,"no actual escape of fish - nes",0,0,"fs0752",1992-10-07,"taranaish","western isles","yes","hs2 9ed","medium","6a - loch roag","wrasse, lumpsucker, atlantic salmon",0
2000456,"the scottish salmon company","s",2017-08-15,NA,"atlantic salmon","grower fish (salmon only)",12,2800,"unknown - unk",11040,0,"fs0839",1994-08-01,"geasgill","argyll and bute","yes","pa73 6ly","medium","16a - tuath, na keal","wrasse, lumpsucker, atlantic salmon",11040
2000228,"west minch salmon ltd","f",2009-05-18,NA,"atlantic salmon","salmon fresh water stages",12,60,"no actual escape of fish - nes",0,90,"fs0861",1995-10-06,"loch heather (loch na creige fraoich)","western isles","no","hs4 3xz","low","not in a management area","rainbow trout",0
2000176,"landcatch natural selection ltd","f",2007-09-09,"10:30","atlantic salmon","grower fish (salmon only)",9,90,"human error - hum",2500,0,"fs0892",1997-01-01,"clachbreac","argyll and bute","yes","pa31 8nz","medium","not in a management area","atlantic salmon",2500
2000154,"pan fish scotland ltd","s",2007-03-19,NA,"atlantic salmon","grower fish (salmon only)",16,2500,"no actual escape of fish - nes",0,0,"fs0894",1997-04-02,"rubha stillaig","argyll and bute","yes","pa21 2da","medium","19a - fyne","atlantic salmon, wrasse, lumpsucker",0
2000386,"aquascot sea farms ltd.","s",1999-08-01,NA,"atlantic salmon","grower fish (salmon only)",15,155,"predator - prd",50000,0,"fs0908",1997-10-20,"quanterness","orkney","yes","kw15 1gp","medium","8b - central orkney","lumpsucker, atlantic salmon",50000
2000466,"grieg seafood shetland ltd","s",2018-01-17,"23:00","atlantic salmon","grower fish (salmon only)",14,275,"human error - hum",775,0,"fs0948",1999-04-20,"score holms ","shetland","yes","ze1 0px","high","3a - sw shetland mainland","lumpsucker, atlantic salmon",775
2000367,"heogland salmon","s",2000-09-30,NA,"atlantic salmon","grower fish (salmon only)",15,600,"equipment damage - eqd",3000,0,"fs0960",1999-06-17,"east of holm heogland (burkwell)","shetland","yes","ze2 9dl","low","1b - s unst, e yell, fetlar","lumpsucker, atlantic salmon",3000
2000023,"mainland salmon ltd","s",2006-02-17,"NA","atlantic salmon","grower fish (salmon only)",9,1700,"hole in net - hol",25108,1300,"fs1020",2001-05-09,"bay of vady","orkney","yes","kw17 2pr","low","8b - central orkney","lumpsucker, atlantic salmon",23808
2000402,"meridian salmon farms ltd","s",2014-01-19,NA,"atlantic salmon","grower fish (salmon only)",10,1960,"weather - wth",154569,0,"fs1043",2002-07-09,"ness of copister","shetland","yes","ze2 9bn","low","2c - ne shetland mainland","atlantic salmon, lumpsucker",154569
2000517,"dawnfresh farming ltd","s",2020-07-12,"14:00","rainbow trout","fish weighing more than 5 grams",21,2800,"predator - prd",0,0,"fs1067",2003-09-09,"inverawe (east) etive 2","argyll and bute","no","pa35 1hu","high","15b - linnhe, firth of lorne, sound of mull and loch sunart","rainbow trout",0
2000418,"marine harvest (scotland) ltd","s",2015-05-07,NA,"atlantic salmon","grower fish (salmon only)",15,3700,"hole in net - hol",2,0,"fs1083",2004-09-08,"groatay","western isles","yes","hs6 5at","medium","5c - e north uist","atlantic salmon, lumpsucker, wrasse",2
2000411,"marine harvest (scotland) ltd","s",2014-09-23,"12:00","atlantic salmon","grower fish (salmon only)",10,1700,"hole in net - hol",2,0,"fs1084",2004-10-12,"isle ewe","highland","yes","iv22 2lj","medium","10c - ewe","wrasse, lumpsucker, atlantic salmon",2
2000123,"marine harvest (scotland) ltd","s",2006-09-13,"10:00","atlantic salmon","grower fish (salmon only)",9,1000,"no actual escape of fish - nes",0,0,"fs1084",2004-10-12,"isle ewe","highland","yes","iv22 2lj","medium","10c - ewe","wrasse, atlantic salmon, lumpsucker",0
2000201,"dawnfresh farming ltd","s",2008-09-02,NA,"rainbow trout","fish weighing more than 5 grams",15,1000,"unknown - unk",1062,6,"fs1112",2008-06-27,"etive 4","argyll and bute","yes","pa35 1hu","medium","15b - linnhe, firth of lorne, sound of mull and loch sunart","rainbow trout",1056
2000333,"hydro seafoods gsp","s",2000-01-12,NA,"atlantic salmon","grower fish (salmon only)",15,4500,"human error - hum",100,0,"fs0709",1987-01-01,"kishorn a (south)","highland","yes","iv54 8xb","medium","14a - carron, kishorn, alsh, duich","wrasse, lumpsucker, atlantic salmon",100
2000404,"balta island seafare ltd","s",2014-01-14,NA,"atlantic salmon","grower fish (salmon only)",20,3500,"predator - prd",35,0,"fs0717",1991-10-16,"balta isle","shetland","yes","ze2 9dl","medium","1a - e unst","atlantic salmon",35
2000265,"dawnfresh farming ltd","s",2010-05-13,"12:00","rainbow trout","fish weighing more than 5 grams",27,3600,"equipment wear and tear - eqw",3040,0,"fs0040",1993-01-01,"inverawe (west) etive 1","argyll and bute","no",NA,"low",NA,"rainbow trout",3040
2000285,"torhouse trout ltd","f",2011-07-05,"00:00","rainbow trout","fish weighing more than 5 grams",14,110,"predator - prd",20,0,"fs0134",1991-09-18,"glenkens","dumfries and galloway","yes","dg7 3tb","low","not in a management area","rainbow trout",20
2000026,"marine harvest (scotland) ltd","f",2006-02-21,"13:10","atlantic salmon","salmon fresh water stages",13,58,"human error - hum",1293,0,"fs0149",1986-01-01,"loch langavat","western isles","yes","hs3 3jd","low","not in a management area","atlantic salmon",1293
2000090,"marine harvest (scotland) ltd","f",2003-12-01,NA,"rainbow trout","fish weighing more than 5 grams",20,1900,"vandalism - van",1560,0,"fs0150",1996-06-11,"loch lochy","highland","yes","ph34 4eq","medium","not in a management area","atlantic salmon",1560
2000173,"drummond fish farms","f",2007-07-28,NA,"rainbow trout","fish weighing more than 5 grams",6,20,"predator - prd",28500,0,"fs0180",1984-09-01,"loch earn","perth and kinross","yes","fk19 8pz","low","not in a management area","rainbow trout",28500
2000253,"marine harvest (scotland) ltd","s",2009-10-12,NA,"atlantic salmon","grower fish (salmon only)",20,1000,"human error - hum",7,0,"fs0249",1979-09-12,"ardnish","highland","yes","ph38 4lz","low","15c - ailort","wrasse, lumpsucker, atlantic salmon",7
2000064,"landcatch ltd","f",2005-04-09,"09:00","atlantic salmon","grower fish (salmon only)",12,75,"transfer pipe failure - trp",3608,0,"fs0265",1986-01-01,"inverkerry smolt unit","highland","yes","iv21 2al","medium","not in a management area","atlantic salmon",3608
2000206,"dawnfresh farming ltd","f",2008-09-22,NA,"rainbow trout","fish weighing more than 5 grams",14,195,"unknown - unk",3620,0,"fs0268",1978-01-01,"tervine","argyll and bute","yes","pa35 1he","low","not in a management area","rainbow trout",3620
2000086,"marine harvest (scotland) ltd","s",2004-09-13,"09:30","atlantic salmon","grower fish (salmon only)",7,1000,"no actual escape of fish - nes",0,0,"fs0422",1990-01-01,"stattic point","highland","no",NA,NA,NA,"atlantic salmon",0
2000468,"marine harvest (scotland) ltd","s",2018-02-04,"12:00","atlantic salmon","grower fish (salmon only)",15,1100,"chafe/ snag - cha",12,0,"fs0502",1993-05-25,"scotasay","western isles","yes","hs4 3yd","high","5b - se lewis, e harris","wrasse, atlantic salmon, lumpsucker",12
2000509,"mowi scotland ltd","s",2020-02-19,"11:30","atlantic salmon","grower fish (salmon only)",13,3000,"hole in net - hol",0,0,"fs0599",1990-09-04,"maclean's nose","highland","yes","ph36 4lh","medium","15b - linnhe, firth of lorne, sound of mull and loch sunart","atlantic salmon, lumpsucker, wrasse",0
2000263,"marine harvest (scotland) ltd","s",2010-05-27,"17:30","atlantic salmon","grower fish (salmon only)",13,2450,"human error - hum",200,0,"fs0605",1990-11-13,"creag an t'sagairt (loch hourn)","highland","yes","iv40 8jh","low","14b - hourn","atlantic salmon, wrasse, lumpsucker",200
2000403,"scottish sea farms ltd","s",2014-01-23,NA,"atlantic salmon","grower fish (salmon only)",15,3172,"human error - hum",1,0,"fs0608",1995-07-05,"vidlin north","shetland","yes","ze1 0tq","medium","2a - vidlin voe, dury voe, w whalsay","lumpsucker, atlantic salmon, wrasse",1
2000483,"grieg seafood shetland ltd","s",2019-01-06,NA,"atlantic salmon","grower fish (salmon only)",14,3200,"predator - prd",0,0,"fs1287",2014-05-28,"corlarach","highland","yes","iv55 8wf","medium","12b - dunvegan","atlantic salmon, lumpsucker, wrasse",0
2000485,"grieg seafood shetland ltd","s",2019-01-09,"14:00","atlantic salmon","grower fish (salmon only)",15,3200,"predator - prd",4000,0,"fs1287",2014-05-28,"corlarach","highland","yes","iv55 8wf","medium","12b - dunvegan","wrasse, atlantic salmon, lumpsucker",4000
2000500,"mowi scotland ltd","s",2019-11-08,"09:30","atlantic salmon","grower fish (salmon only)",15,1300,"weather - wth",0,0,"fs1296",2015-04-09,"colonsay","argyll and bute","yes","ph33 6rx","low","16e - colonsay","wrasse, lumpsucker, atlantic salmon",0
2000510,"the scottish salmon company","s",2020-02-28,NA,"atlantic salmon","grower fish (salmon only)",15,3172,"equipment wear and tear - eqw",0,0,"fs0752",1992-10-07,"taranaish","western isles","yes","hs2 9ed","medium","6a - loch roag","wrasse, atlantic salmon, lumpsucker",0
2000218,"lighthouse caledonia ltd","s",2008-11-30,NA,"atlantic salmon","grower fish (salmon only)",18,3000,"no actual escape of fish - nes",0,0,"fs0752",1992-10-07,"taranaish","western isles","yes","hs2 9ed","medium","6a - loch roag","lumpsucker, atlantic salmon, wrasse",0
2000203,"lighthouse caledonia ltd","s",2008-08-29,"12:00","atlantic salmon","grower fish (salmon only)",16,3000,"hole in net - hol",7437,0,"fs0752",1992-10-07,"taranaish","western isles","yes","hs2 9ed","medium","6a - loch roag","wrasse, lumpsucker, atlantic salmon",7437
2000227,"west minch salmon ltd","f",2009-05-18,NA,"atlantic salmon","salmon fresh water stages",12,60,"no actual escape of fish - nes",0,90,"fs0762",1994-02-23,"loch sandavat (loch sanndabhat)","western isles","no","hs4 3xz","low","not in a management area","rainbow trout",0
2000472,"grieg seafood shetland ltd","s",2018-05-03,"13:00","atlantic salmon","grower fish (salmon only)",15,900,"transfer pipe failure - trp",200,0,"fs0800",1993-03-08,"leinish","highland","yes","iv55 8wf","medium","12b - dunvegan","atlantic salmon, lumpsucker, wrasse",200
2000063,"scottish sea farms ltd","s",2005-01-11,NA,"atlantic salmon","grower fish (salmon only)",4,440,"weather - wth",43453,600,"fs0804",1992-04-20,"kishorn b (north)","highland","yes","iv54 8xb","medium","14a - carron, kishorn, alsh, duich","lumpsucker, wrasse, atlantic salmon",42853
2000304,"the scottish salmon company","s",2011-10-07,NA,"atlantic salmon","salmon fresh water stages",10,80,"human error - hum",3317,0,"fs0818",1993-08-12,"ardcastle bay","argyll and bute","yes","pa32 8ya","medium","19a - fyne","lumpsucker, atlantic salmon, wrasse",3317
2000139,"papil salmon farm ltd","s",2005-12-13,NA,"cod","fish weighing more than 5 grams",24,2700,"predator - prd",15800,0,"fs0850",1995-03-27,"lippie geo","shetland","no","n/a","medium","3a - sw shetland mainland","wrasse, atlantic salmon, lumpsucker",15800
2000102,"stolt sea farm ltd.","s",2003-08-27,"16:00","atlantic salmon","grower fish (salmon only)",9,1100,"equipment damage - eqd",500,0,"fs0853",1995-06-13,"lochmaddy","western isles","yes","hs6 5aa","low","5c - e north uist","wrasse, atlantic salmon, lumpsucker",500
2000491,"grieg seafood shetland ltd","s",2019-05-22,"09:40","atlantic salmon","grower fish (salmon only)",12,70,"human error - hum",500,0,"fs0881",1996-08-26,"uig","highland","yes","iv51 9xx","medium","12a - snizort","lumpsucker, atlantic salmon",500
2000525,"migdale smolts ltd","f",2020-09-22,"11:00","atlantic salmon","fish weighing more than 5 grams",15,30,"hole in net - hol",0,1,"fs0890",1996-11-01,"jubilee loch shin","highland","yes","iv27 4ny","medium","not in a management area","atlantic salmon",0
2000400,"scottish sea farms ltd","s",2013-11-25,"15:35","atlantic salmon","grower fish (salmon only)",33,7800,"no actual escape of fish - nes",0,0,"fs0914",1998-01-01,"lismore west","argyll and bute","yes","pa34 5ul","high","15b - linnhe, firth of lorne, sound of mull and loch sunart","lumpsucker, atlantic salmon, wrasse",0
2000405,"hjaltland seafarms ltd","s",2014-02-11,NA,"atlantic salmon","grower fish (salmon only)",15,5770,"hole in net - hol",25259,0,"fs0946",1999-03-16,"north voe","shetland","yes","ze1 0px","low","2a - vidlin voe, dury voe, w whalsay","lumpsucker, atlantic salmon",25259
2000449,"grieg seafood shetland ltd","s",2016-12-15,"10:00","atlantic salmon","grower fish (salmon only)",16,5200,"human error - hum",617,0,"fs1027",2001-11-01,"linga (setterness)","shetland","yes","ze1 0px","medium","2c - ne shetland mainland","lumpsucker, atlantic salmon",617
2000138,"marine harvest (scotland) ltd","s",2006-12-28,"12:00","atlantic salmon","grower fish (salmon only)",20,3000,"hole in net - hol",11900,0,"fs1042",2002-06-13,"seaforth","western isles","yes","hs3 3ag","low","5b - se lewis, e harris","atlantic salmon, wrasse, lumpsucker",11900
2000440,"grieg seafood shetland ltd","s",2016-05-18,"16:00","atlantic salmon","grower fish (salmon only)",15,3172,"human error - hum",829,0,"fs1076",2004-03-12,"setterness north (bomlo)","shetland","yes","ze1 0px","medium","2c - ne shetland mainland","atlantic salmon, lumpsucker",829
2000464,"grieg seafood shetland ltd","s",2017-12-01,"08:00","atlantic salmon","grower fish (salmon only)",12,2000,"predator - prd",0,0,"fs1076",2004-03-12,"setterness north (bomlo)","shetland","yes","ze1 0px","medium","2c - ne shetland mainland","lumpsucker, atlantic salmon",0
2000272,"the scottish salmon company","s",2010-11-13,"13:45","atlantic salmon","grower fish (salmon only)",30,4500,"hole in net - hol",2766,0,"fs1091",2005-11-30,"vacasay","western isles","yes","hs2 9ed","medium","6a - loch roag","atlantic salmon, wrasse, lumpsucker",2766
2000496,"the scottish salmon company","s",2019-09-03,NA,"atlantic salmon","grower fish (salmon only)",9,1400,"predator - prd",0,0,"fs1103",2007-03-07,"vuia mor","western isles","yes","hs2 9hw","medium","6a - loch roag","wrasse, atlantic salmon, lumpsucker",0
2000476,"marine harvest (scotland) ltd","s",2018-08-02,"NA","atlantic salmon","grower fish (salmon only)",11,2700,"hole in net - hol",0,0,"fs1176",2010-03-23,"eilean grianain","argyll and bute","yes","pa28 6sb","low","19c - e kintyre","atlantic salmon, wrasse, lumpsucker",0
